Correct	#Resets	#OQs	#EQs	#symbols	#BBresets	#BBsymbols	seconds	Algorithm	CEprocessing	Teacher	BB	fileName
1	31	31	4	76	0	0	0.002500	DT		TeacherRL		Mealy_R4_SS.fsm
1	29	29	1	86	0	0	0.003503	OP	AllGlobally	TeacherRL		Mealy_R4_SS.fsm
1	29	29	1	86	0	0	0.003503	OP	OneGlobally	TeacherRL		Mealy_R4_SS.fsm
1	29	29	1	86	0	0	0.003503	OP	OneLocally	TeacherRL		Mealy_R4_SS.fsm
1	27	27	4	69	0	0	0.003001	TTT		TeacherRL		Mealy_R4_SS.fsm
1	18	36	1	50	0	0	0.002001	Quotient		TeacherRL		Mealy_R4_SS.fsm
1	36	36	1	130	0	0	0.003503	GoodSplit	maxDistLen:2+EQ	TeacherRL		Mealy_R4_SS.fsm
1	16	38	1	71	0	0	0.015510	OTree	ExtraStates:1+EQ	TeacherRL		Mealy_R4_SS.fsm
1	38	18	1	50	38	131	0.037024	L*	addAllPrefixesToS	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SS.fsm
1	38	18	1	50	38	131	0.016510	L*	addAllSuffixesAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SS.fsm
1	38	18	1	50	38	131	0.016011	L*	addSuffix1by1ToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SS.fsm
1	38	18	1	50	38	131	0.019014	L*	addSuffixAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SS.fsm
1	38	18	1	50	38	131	0.019013	L*	addSuffixToE_binarySearch	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SS.fsm
0	4	2	1	2	4	2	0.000501	DT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SS.fsm
1	49	29	1	50	49	131	0.019512	OP	AllGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SS.fsm
1	49	29	1	50	49	131	0.016511	OP	OneGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SS.fsm
1	49	29	1	50	49	131	0.019012	OP	OneLocally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SS.fsm
0	4	2	1	2	4	2	0.000501	TTT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SS.fsm
1	38	18	1	50	38	131	0.014510	Quotient		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SS.fsm
1	56	36	1	58	56	184	0.023017	GoodSplit	maxDistLen:2+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SS.fsm
1	36	38	1	62	36	139	0.027520	OTree	ExtraStates:1+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SS.fsm
1	39	39	2	142	0	0	0.007004	L*	addAllPrefixesToS	TeacherDFSM		Mealy_R4_SVS.fsm
1	28	28	2	87	0	0	0.004003	L*	addAllSuffixesAfterLastStateToE	TeacherDFSM		Mealy_R4_SVS.fsm
1	27	27	2	84	0	0	0.003502	L*	addSuffix1by1ToE	TeacherDFSM		Mealy_R4_SVS.fsm
1	29	29	2	89	0	0	0.004003	L*	addSuffixAfterLastStateToE	TeacherDFSM		Mealy_R4_SVS.fsm
1	29	29	2	89	0	0	0.004005	L*	addSuffixToE_binarySearch	TeacherDFSM		Mealy_R4_SVS.fsm
1	37	37	4	103	0	0	0.002504	DT		TeacherDFSM		Mealy_R4_SVS.fsm
1	46	46	2	168	0	0	0.006003	OP	AllGlobally	TeacherDFSM		Mealy_R4_SVS.fsm
1	39	39	2	127	0	0	0.005004	OP	OneGlobally	TeacherDFSM		Mealy_R4_SVS.fsm
1	41	41	3	134	0	0	0.005003	OP	OneLocally	TeacherDFSM		Mealy_R4_SVS.fsm
1	27	27	4	79	0	0	0.004503	TTT		TeacherDFSM		Mealy_R4_SVS.fsm
1	19	19	2	58	0	0	0.003001	Quotient		TeacherDFSM		Mealy_R4_SVS.fsm
1	35	35	1	127	0	0	0.006004	GoodSplit	maxDistLen:2+EQ	TeacherDFSM		Mealy_R4_SVS.fsm
1	23	48	1	106	0	0	0.018516	OTree	ExtraStates:1+EQ	TeacherDFSM		Mealy_R4_SVS.fsm
1	39	39	2	142	0	0	0.008004	L*	addAllPrefixesToS	TeacherRL		Mealy_R4_SVS.fsm
1	28	28	2	87	0	0	0.004003	L*	addAllSuffixesAfterLastStateToE	TeacherRL		Mealy_R4_SVS.fsm
1	27	27	2	84	0	0	0.004002	L*	addSuffix1by1ToE	TeacherRL		Mealy_R4_SVS.fsm
1	29	29	2	89	0	0	0.005004	L*	addSuffixAfterLastStateToE	TeacherRL		Mealy_R4_SVS.fsm
1	29	29	2	89	0	0	0.004503	L*	addSuffixToE_binarySearch	TeacherRL		Mealy_R4_SVS.fsm
1	37	37	4	103	0	0	0.003002	DT		TeacherRL		Mealy_R4_SVS.fsm
1	46	46	2	168	0	0	0.010007	OP	AllGlobally	TeacherRL		Mealy_R4_SVS.fsm
1	39	39	2	127	0	0	0.009013	OP	OneGlobally	TeacherRL		Mealy_R4_SVS.fsm
1	41	41	3	134	0	0	0.009007	OP	OneLocally	TeacherRL		Mealy_R4_SVS.fsm
1	27	27	4	79	0	0	0.004003	TTT		TeacherRL		Mealy_R4_SVS.fsm
1	19	42	2	58	0	0	0.005503	Quotient		TeacherRL		Mealy_R4_SVS.fsm
1	36	36	1	130	0	0	0.009506	GoodSplit	maxDistLen:2+EQ	TeacherRL		Mealy_R4_SVS.fsm
1	23	48	1	106	0	0	0.020514	OTree	ExtraStates:1+EQ	TeacherRL		Mealy_R4_SVS.fsm
1	76	51	2	74	76	259	0.073549	L*	addAllPrefixesToS	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SVS.fsm
1	53	28	2	59	53	159	0.018512	L*	addAllSuffixesAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SVS.fsm
1	52	27	2	59	52	159	0.019513	L*	addSuffix1by1ToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SVS.fsm
1	54	29	2	59	54	159	0.019513	L*	addSuffixAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SVS.fsm
1	54	29	2	59	54	159	0.020514	L*	addSuffixToE_binarySearch	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SVS.fsm
0	4	2	1	2	4	2	0.000501	DT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SVS.fsm
1	89	64	2	81	89	210	0.025017	OP	AllGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SVS.fsm
1	64	39	2	71	64	166	0.020514	OP	OneGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SVS.fsm
1	81	44	3	71	81	176	0.026017	OP	OneLocally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SVS.fsm
0	4	2	1	2	4	2	0.000000	TTT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SVS.fsm
1	44	19	2	59	44	145	0.019513	Quotient		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SVS.fsm
1	54	34	1	60	54	189	0.018511	GoodSplit	maxDistLen:2+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SVS.fsm
1	43	48	1	71	43	167	0.033023	OTree	ExtraStates:1+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_SVS.fsm
1	39	39	1	111	0	0	0.004003	L*	addAllPrefixesToS	TeacherDFSM		Mealy_R4_Zhu1993.fsm
1	39	39	1	111	0	0	0.004503	L*	addAllSuffixesAfterLastStateToE	TeacherDFSM		Mealy_R4_Zhu1993.fsm
1	39	39	1	111	0	0	0.005003	L*	addSuffix1by1ToE	TeacherDFSM		Mealy_R4_Zhu1993.fsm
1	39	39	1	111	0	0	0.004503	L*	addSuffixAfterLastStateToE	TeacherDFSM		Mealy_R4_Zhu1993.fsm
1	39	39	1	111	0	0	0.004504	L*	addSuffixToE_binarySearch	TeacherDFSM		Mealy_R4_Zhu1993.fsm
1	43	43	4	108	0	0	0.002502	DT		TeacherDFSM		Mealy_R4_Zhu1993.fsm
1	56	56	1	167	0	0	0.005003	OP	AllGlobally	TeacherDFSM		Mealy_R4_Zhu1993.fsm
1	56	56	1	167	0	0	0.005503	OP	OneGlobally	TeacherDFSM		Mealy_R4_Zhu1993.fsm
1	56	56	1	167	0	0	0.005503	OP	OneLocally	TeacherDFSM		Mealy_R4_Zhu1993.fsm
1	39	39	4	101	0	0	0.003503	TTT		TeacherDFSM		Mealy_R4_Zhu1993.fsm
1	39	39	1	111	0	0	0.004503	Quotient		TeacherDFSM		Mealy_R4_Zhu1993.fsm
1	112	112	1	420	0	0	0.016511	GoodSplit	maxDistLen:2+EQ	TeacherDFSM		Mealy_R4_Zhu1993.fsm
1	44	93	1	189	0	0	0.045030	OTree	ExtraStates:1+EQ	TeacherDFSM		Mealy_R4_Zhu1993.fsm
1	39	39	1	111	0	0	0.009506	L*	addAllPrefixesToS	TeacherRL		Mealy_R4_Zhu1993.fsm
1	39	39	1	111	0	0	0.010006	L*	addAllSuffixesAfterLastStateToE	TeacherRL		Mealy_R4_Zhu1993.fsm
1	39	39	1	111	0	0	0.010007	L*	addSuffix1by1ToE	TeacherRL		Mealy_R4_Zhu1993.fsm
1	39	39	1	111	0	0	0.010007	L*	addSuffixAfterLastStateToE	TeacherRL		Mealy_R4_Zhu1993.fsm
1	39	39	1	111	0	0	0.009006	L*	addSuffixToE_binarySearch	TeacherRL		Mealy_R4_Zhu1993.fsm
1	43	43	4	108	0	0	0.006004	DT		TeacherRL		Mealy_R4_Zhu1993.fsm
1	56	56	1	167	0	0	0.012508	OP	AllGlobally	TeacherRL		Mealy_R4_Zhu1993.fsm
1	56	56	1	167	0	0	0.012008	OP	OneGlobally	TeacherRL		Mealy_R4_Zhu1993.fsm
1	56	56	1	167	0	0	0.013008	OP	OneLocally	TeacherRL		Mealy_R4_Zhu1993.fsm
1	39	39	4	101	0	0	0.006503	TTT		TeacherRL		Mealy_R4_Zhu1993.fsm
1	39	78	1	111	0	0	0.014009	Quotient		TeacherRL		Mealy_R4_Zhu1993.fsm
1	111	111	1	472	0	0	0.049033	GoodSplit	maxDistLen:2+EQ	TeacherRL		Mealy_R4_Zhu1993.fsm
1	44	93	1	189	0	0	0.048532	OTree	ExtraStates:1+EQ	TeacherRL		Mealy_R4_Zhu1993.fsm
1	84	39	1	121	84	307	0.085558	L*	addAllPrefixesToS	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_Zhu1993.fsm
1	84	39	1	121	84	307	0.038024	L*	addAllSuffixesAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_Zhu1993.fsm
1	84	39	1	121	84	307	0.030521	L*	addSuffix1by1ToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_Zhu1993.fsm
1	84	39	1	121	84	307	0.032522	L*	addSuffixAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_Zhu1993.fsm
1	84	39	1	121	84	307	0.032021	L*	addSuffixToE_binarySearch	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_Zhu1993.fsm
0	6	3	1	3	6	3	0.000500	DT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_Zhu1993.fsm
1	101	56	1	121	101	307	0.032020	OP	AllGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_Zhu1993.fsm
1	101	56	1	121	101	307	0.031521	OP	OneGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_Zhu1993.fsm
1	101	56	1	121	101	307	0.032022	OP	OneLocally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_Zhu1993.fsm
0	6	3	1	3	6	3	0.000500	TTT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_Zhu1993.fsm
1	84	39	1	121	84	307	0.031521	Quotient		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_Zhu1993.fsm
1	157	112	1	160	157	550	0.048032	GoodSplit	maxDistLen:2+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_Zhu1993.fsm
1	89	93	1	151	89	335	0.073539	OTree	ExtraStates:1+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_Zhu1993.fsm
1	95	95	2	358	0	0	0.013009	L*	addAllPrefixesToS	TeacherDFSM		Mealy_R5.fsm
1	82	82	3	284	0	0	0.011507	L*	addAllSuffixesAfterLastStateToE	TeacherDFSM		Mealy_R5.fsm
1	80	80	3	277	0	0	0.012508	L*	addSuffix1by1ToE	TeacherDFSM		Mealy_R5.fsm
1	84	84	3	288	0	0	0.012508	L*	addSuffixAfterLastStateToE	TeacherDFSM		Mealy_R5.fsm
1	85	85	3	292	0	0	0.012509	L*	addSuffixToE_binarySearch	TeacherDFSM		Mealy_R5.fsm
1	70	70	5	204	0	0	0.004503	DT		TeacherDFSM		Mealy_R5.fsm
1	150	150	3	706	0	0	0.015010	OP	AllGlobally	TeacherDFSM		Mealy_R5.fsm
1	106	106	3	428	0	0	0.011508	OP	OneGlobally	TeacherDFSM		Mealy_R5.fsm
1	89	89	3	346	0	0	0.011007	OP	OneLocally	TeacherDFSM		Mealy_R5.fsm
1	55	55	5	169	0	0	0.005504	TTT		TeacherDFSM		Mealy_R5.fsm
1	63	63	3	219	0	0	0.009506	Quotient		TeacherDFSM		Mealy_R5.fsm
1	128	128	1	518	0	0	0.026517	GoodSplit	maxDistLen:2+EQ	TeacherDFSM		Mealy_R5.fsm
1	58	133	1	274	0	0	0.085056	OTree	ExtraStates:1+EQ	TeacherDFSM		Mealy_R5.fsm
1	95	95	2	358	0	0	0.017011	L*	addAllPrefixesToS	TeacherRL		Mealy_R5.fsm
1	82	82	3	284	0	0	0.014509	L*	addAllSuffixesAfterLastStateToE	TeacherRL		Mealy_R5.fsm
1	80	80	3	277	0	0	0.015512	L*	addSuffix1by1ToE	TeacherRL		Mealy_R5.fsm
1	84	84	3	288	0	0	0.016009	L*	addSuffixAfterLastStateToE	TeacherRL		Mealy_R5.fsm
1	85	85	3	292	0	0	0.015510	L*	addSuffixToE_binarySearch	TeacherRL		Mealy_R5.fsm
1	70	70	5	204	0	0	0.005503	DT		TeacherRL		Mealy_R5.fsm
1	150	150	3	706	0	0	0.073548	OP	AllGlobally	TeacherRL		Mealy_R5.fsm
1	106	106	3	428	0	0	0.041027	OP	OneGlobally	TeacherRL		Mealy_R5.fsm
1	89	89	3	346	0	0	0.035524	OP	OneLocally	TeacherRL		Mealy_R5.fsm
1	55	55	5	169	0	0	0.010007	TTT		TeacherRL		Mealy_R5.fsm
1	63	133	3	219	0	0	0.041027	Quotient		TeacherRL		Mealy_R5.fsm
1	135	135	1	555	0	0	0.113575	GoodSplit	maxDistLen:2+EQ	TeacherRL		Mealy_R5.fsm
1	58	133	1	274	0	0	0.109572	OTree	ExtraStates:1+EQ	TeacherRL		Mealy_R5.fsm
1	237	155	3	279	237	907	0.359239	L*	addAllPrefixesToS	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R5.fsm
1	164	82	3	234	164	576	0.090063	L*	addAllSuffixesAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R5.fsm
1	162	80	3	234	162	576	0.092561	L*	addSuffix1by1ToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R5.fsm
1	166	84	3	234	166	576	0.092061	L*	addSuffixAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R5.fsm
1	168	86	3	234	168	576	0.091561	L*	addSuffixToE_binarySearch	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R5.fsm
0	6	3	1	3	6	3	0.000500	DT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R5.fsm
1	184	120	2	268	184	647	0.075050	OP	AllGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R5.fsm
1	189	107	3	246	189	627	0.091566	OP	OneGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R5.fsm
1	172	90	3	228	172	557	0.089558	OP	OneLocally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R5.fsm
0	6	3	1	3	6	3	0.000501	TTT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R5.fsm
1	146	64	3	234	146	564	0.090560	Quotient		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R5.fsm
1	175	124	1	274	175	837	0.081053	GoodSplit	maxDistLen:2+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R5.fsm
1	109	133	1	246	109	520	0.125083	OTree	ExtraStates:1+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R5.fsm
1	27	27	2	105	0	0	0.004003	L*	addAllPrefixesToS	TeacherDFSM		Moore_R4_ADS.fsm
1	29	29	3	94	0	0	0.004503	L*	addAllSuffixesAfterLastStateToE	TeacherDFSM		Moore_R4_ADS.fsm
1	27	27	3	87	0	0	0.005004	L*	addSuffix1by1ToE	TeacherDFSM		Moore_R4_ADS.fsm
1	31	31	3	97	0	0	0.005003	L*	addSuffixAfterLastStateToE	TeacherDFSM		Moore_R4_ADS.fsm
1	33	33	3	104	0	0	0.005004	L*	addSuffixToE_binarySearch	TeacherDFSM		Moore_R4_ADS.fsm
1	29	29	3	103	0	0	0.002001	DT		TeacherDFSM		Moore_R4_ADS.fsm
1	40	40	1	134	0	0	0.003002	OP	AllGlobally	TeacherDFSM		Moore_R4_ADS.fsm
1	40	40	1	134	0	0	0.003502	OP	OneGlobally	TeacherDFSM		Moore_R4_ADS.fsm
1	39	39	1	132	0	0	0.003508	OP	OneLocally	TeacherDFSM		Moore_R4_ADS.fsm
1	23	23	3	74	0	0	0.003502	TTT		TeacherDFSM		Moore_R4_ADS.fsm
1	19	19	1	77	0	0	0.002001	Quotient		TeacherDFSM		Moore_R4_ADS.fsm
1	37	37	1	150	0	0	0.004003	GoodSplit	maxDistLen:2+EQ	TeacherDFSM		Moore_R4_ADS.fsm
1	15	29	1	64	0	0	0.006004	OTree	ExtraStates:1+EQ	TeacherDFSM		Moore_R4_ADS.fsm
1	27	27	2	105	0	0	0.004003	L*	addAllPrefixesToS	TeacherRL		Moore_R4_ADS.fsm
1	29	29	3	94	0	0	0.004503	L*	addAllSuffixesAfterLastStateToE	TeacherRL		Moore_R4_ADS.fsm
1	27	27	3	87	0	0	0.004503	L*	addSuffix1by1ToE	TeacherRL		Moore_R4_ADS.fsm
1	31	31	3	97	0	0	0.004503	L*	addSuffixAfterLastStateToE	TeacherRL		Moore_R4_ADS.fsm
1	33	33	3	104	0	0	0.005503	L*	addSuffixToE_binarySearch	TeacherRL		Moore_R4_ADS.fsm
1	29	29	3	103	0	0	0.002001	DT		TeacherRL		Moore_R4_ADS.fsm
1	40	40	1	134	0	0	0.004003	OP	AllGlobally	TeacherRL		Moore_R4_ADS.fsm
1	40	40	1	134	0	0	0.003502	OP	OneGlobally	TeacherRL		Moore_R4_ADS.fsm
1	39	39	1	132	0	0	0.003502	OP	OneLocally	TeacherRL		Moore_R4_ADS.fsm
1	23	23	3	74	0	0	0.002001	TTT		TeacherRL		Moore_R4_ADS.fsm
1	19	55	1	77	0	0	0.002001	Quotient		TeacherRL		Moore_R4_ADS.fsm
1	37	37	1	150	0	0	0.003002	GoodSplit	maxDistLen:2+EQ	TeacherRL		Moore_R4_ADS.fsm
1	15	29	1	64	0	0	0.006004	OTree	ExtraStates:1+EQ	TeacherRL		Moore_R4_ADS.fsm
1	43	27	2	71	43	141	0.016511	L*	addAllPrefixesToS	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	53	29	3	70	53	139	0.018512	L*	addAllSuffixesAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	51	27	3	73	51	146	0.021014	L*	addSuffix1by1ToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	55	31	3	70	55	139	0.019012	L*	addSuffixAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	57	33	3	70	57	139	0.021013	L*	addSuffixToE_binarySearch	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	53	29	3	69	53	121	0.016511	DT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	51	40	1	68	51	167	0.016011	OP	AllGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	51	40	1	68	51	167	0.013009	OP	OneGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	50	39	1	68	50	167	0.013009	OP	OneLocally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	47	23	3	69	47	124	0.018512	TTT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	30	19	1	71	30	141	0.011007	Quotient		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	48	37	1	79	48	236	0.014009	GoodSplit	maxDistLen:2+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	26	29	1	71	26	152	0.016011	OTree	ExtraStates:1+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	39	39	3	155	0	0	0.008506	L*	addAllPrefixesToS	TeacherDFSM		Moore_R4_HS.fsm
1	29	29	3	80	0	0	0.004503	L*	addAllSuffixesAfterLastStateToE	TeacherDFSM		Moore_R4_HS.fsm
1	27	27	3	75	0	0	0.004503	L*	addSuffix1by1ToE	TeacherDFSM		Moore_R4_HS.fsm
1	31	31	3	83	0	0	0.005004	L*	addSuffixAfterLastStateToE	TeacherDFSM		Moore_R4_HS.fsm
1	32	32	3	86	0	0	0.004503	L*	addSuffixToE_binarySearch	TeacherDFSM		Moore_R4_HS.fsm
1	27	27	3	83	0	0	0.002001	DT		TeacherDFSM		Moore_R4_HS.fsm
1	42	42	1	119	0	0	0.004003	OP	AllGlobally	TeacherDFSM		Moore_R4_HS.fsm
1	42	42	1	119	0	0	0.004503	OP	OneGlobally	TeacherDFSM		Moore_R4_HS.fsm
1	41	41	1	117	0	0	0.003502	OP	OneLocally	TeacherDFSM		Moore_R4_HS.fsm
